episode_id,underlying,denomination,sizing,exit_mode,entry_ts,exit_ts,long_symbol,short_symbol,T1,T2,qty_long,qty_short,entry_long_price,entry_short_price,exit_long_price,exit_short_price,entry_cash,exit_cash,violation_size,gross_pnl,costs,net_pnl,holding_seconds,settled_at_expiry,resolved,note
0828b8f84ad92418,SPX,T1,capped,reversion,2026-08-31T13:48:09,,SPX261120C07345000,SPX261120C07410000,2026-11-20,2026-12-18,1.000000,1.000000,472.4200,433.1900,0.0000,0.0000,-39.230000,0.000000,7394.977800,-3923.00,0.00,-3923.00,0,0,0,no exit observation available; episode still open
8cfb3732871b797a,SPX,K2,capped,reversion,2026-08-31T14:25:22,,SPX261218C06640000,SPX261120C06625000,2026-11-20,2026-12-18,1.000000,1.000000,1156.6400,1149.9000,0.0000,0.0000,-6.740000,0.000000,35744.249000,-674.00,0.00,-674.00,0,0,0,no exit observation available; episode still open
bdc5f874f752a735,SPX,T1,capped,reversion,2026-08-31T14:25:22,,SPX261120C07860000,SPX261120C07890000,2026-11-20,2026-12-18,1.000000,1.000000,129.0600,119.0600,0.0000,0.0000,-10.000000,0.000000,450.567800,-1000.00,0.00,-1000.00,0,0,0,no exit observation available; episode still open
bdc5f874f752a735,SPX,K2,capped,reversion,2026-08-31T14:25:22,,SPX261218C07910000,SPX261120C07890000,2026-11-20,2026-12-18,1.000000,1.000000,152.9400,119.0600,0.0000,0.0000,-33.880000,0.000000,450.567800,-3388.00,0.00,-3388.00,0,0,0,no exit observation available; episode still open
fd1e021b0345cf00,SPX,T1,capped,reversion,2026-08-31T14:25:22,,SPX261016C06300000,SPX261016C06380000,2026-10-16,2026-11-20,1.000000,1.000000,1402.1300,1361.4100,0.0000,0.0000,-40.720000,0.000000,42354.790900,-4072.00,0.00,-4072.00,0,0,0,no exit observation available; episode still open
fd1e021b0345cf00,SPX,K2,capped,reversion,2026-08-31T14:25:22,,SPX261120C06400000,SPX261016C06380000,2026-10-16,2026-11-20,1.000000,1.000000,1329.9500,1361.4100,0.0000,0.0000,31.460000,0.000000,42354.790900,3146.00,0.00,3146.00,0,0,0,no exit observation available; episode still open
82d02e3b30bcb1c6,SPX,T1,capped,reversion,2026-08-31T14:25:22,,SPX261120C07740000,SPX261120C07755000,2026-11-20,2026-12-18,1.000000,1.000000,190.2100,187.1100,0.0000,0.0000,-3.100000,0.000000,960.770700,-310.00,0.00,-310.00,0,0,0,no exit observation available; episode still open
82d02e3b30bcb1c6,SPX,K2,capped,reversion,2026-08-31T14:25:22,,SPX261218C07770000,SPX261120C07755000,2026-11-20,2026-12-18,1.000000,1.000000,225.4500,187.1100,0.0000,0.0000,-38.340000,0.000000,960.770700,-3834.00,0.00,-3834.00,0,0,0,no exit observation available; episode still open
2f3578be7b99bb25,SPX,T1,capped,reversion,2026-08-31T14:25:22,,SPX261120C06750000,SPX261120C06760000,2026-11-20,2026-12-18,1.000000,1.000000,1006.5200,1025.9800,0.0000,0.0000,19.460000,0.000000,21839.080600,1946.00,0.00,1946.00,0,0,0,no exit observation available; episode still open
2f3578be7b99bb25,SPX,K2,capped,reversion,2026-08-31T14:25:22,,SPX261218C06775000,SPX261120C06760000,2026-11-20,2026-12-18,1.000000,1.000000,1035.7900,1025.9800,0.0000,0.0000,-9.810000,0.000000,21839.080600,-981.00,0.00,-981.00,0,0,0,no exit observation available; episode still open
263d6a83ad84ff6d,SPX,T1,capped,reversion,2026-08-31T14:30:27,,SPX261120C07785000,SPX261120C07795000,2026-11-20,2026-12-18,1.000000,1.000000,165.3400,163.6300,0.0000,0.0000,-1.710000,0.000000,1263.135400,-171.00,0.00,-171.00,0,0,0,no exit observation available; episode still open
